sentence_id	type	lemma	pos	raw_text	instance_id	target_token	same_meaning	translation_equivalents
semeval2013.d000.s003	wf	arrive	VERB	arriving	None	
semeval2013.d000.s003	wf	in	ADP	in	None	
semeval2013.d000.s003	instance	copenhagen	NOUN	Copenhagen	semeval2013.d000.s003.t005	
semeval2013.d000.s003	wf	next	ADJ	next	None	
semeval2013.d000.s003	instance	week	NOUN	week	semeval2013.d000.s003.t006	
semeval2013.d000.s003	wf	.	.	.	None	
semeval2013.d000.s004	wf	forge	VERB	Forged	None	
semeval2013.d000.s004	wf	by	ADP	by	None	
semeval2013.d000.s004	wf	a	DET	a	None	
semeval2013.d000.s004	wf	u.n.	NOUN	U.N.	None	
semeval2013.d000.s004	wf	ad-hoc	ADJ	ad-hoc	None	
semeval2013.d000.s004	instance	working_group	NOUN	working group	semeval2013.d000.s004.t000	
semeval2013.d000.s004	wf	","	.	","	None	
semeval2013.d000.s004	wf	the	DET	the	None	
semeval2013.d000.s004	instance	text	NOUN	text	semeval2013.d000.s004.t001	
semeval2013.d000.s004	wf	be	VERB	is	None	
semeval2013.d000.s004	wf	silent	ADJ	silent	None	
semeval2013.d000.s004	wf	on	ADP	on	None	
semeval2013.d000.s004	wf	how	ADV	how	None	
semeval2013.d000.s004	wf	much	ADJ	much	None	
semeval2013.d000.s004	instance	money	NOUN	money	semeval2013.d000.s004.t002	
semeval2013.d000.s004	wf	rich	ADJ	rich	None	
semeval2013.d000.s004	instance	country	NOUN	countries	semeval2013.d000.s004.t003	
semeval2013.d000.s004	wf	would	VERB	would	None	
semeval2013.d000.s004	wf	give	VERB	give	None	
semeval2013.d000.s004	wf	poor	ADJ	poor	None	
semeval2013.d000.s004	instance	one	NOUN	ones	semeval2013.d000.s004.t004	
semeval2013.d000.s004	wf	to	PRT	to	None	
semeval2013.d000.s004	wf	cope	VERB	cope	None	
semeval2013.d000.s004	wf	with	ADP	with	None	
semeval2013.d000.s004	instance	global_warming	NOUN	global warming	semeval2013.d000.s004.t005	
semeval2013.d000.s004	wf	over	ADP	over	None	
semeval2013.d000.s004	wf	the	DET	the	None	
semeval2013.d000.s004	wf	short	ADJ	short	None	
semeval2013.d000.s004	wf	and	CONJ	and	None	
semeval2013.d000.s004	wf	long	ADJ	long	None	
semeval2013.d000.s004	instance	term	NOUN	term	semeval2013.d000.s004.t006	
semeval2013.d000.s004	wf	.	.	.	None	
semeval2013.d000.s005	wf	and	CONJ	And	None	
semeval2013.d000.s005	wf	it	PRON	it	None	
semeval2013.d000.s005	wf	provide	VERB	provides	None	
semeval2013.d000.s005	wf	a	DET	a	None	
semeval2013.d000.s005	instance	range	NOUN	range	semeval2013.d000.s005.t000	
semeval2013.d000.s005	wf	of	ADP	of	None	
semeval2013.d000.s005	instance	option	NOUN	options	semeval2013.d000.s005.t001	
semeval2013.d000.s005	wf	for	ADP	for	None	
semeval2013.d000.s005	wf	the	DET	the	None	
semeval2013.d000.s005	wf	key	ADJ	key	None	
semeval2013.d000.s005	instance	question	NOUN	questions	semeval2013.d000.s005.t002	
semeval2013.d000.s005	wf	","	.	","	None	
semeval2013.d000.s005	wf	include	VERB	including	None	
semeval2013.d000.s005	wf	how	ADV	how	None	
semeval2013.d000.s005	wf	developed	ADJ	developed	None	
semeval2013.d000.s005	wf	and	CONJ	and	None	
semeval2013.d000.s005	wf	major	ADJ	major	None	
semeval2013.d000.s005	wf	emerge	VERB	emerging	None	
semeval2013.d000.s005	wf	economy	NOUN	economies	None	
semeval2013.d000.s005	wf	would	VERB	would	None	
semeval2013.d000.s005	wf	cut	VERB	cut	None	
semeval2013.d000.s005	wf	they	PRON	their	None	
semeval2013.d000.s005	wf	carbon	NOUN	carbon	None	
semeval2013.d000.s005	wf	output	NOUN	output	None	
semeval2013.d000.s005	wf	","	.	","	None	
semeval2013.d000.s005	wf	and	CONJ	and	None	
semeval2013.d000.s005	wf	what	PRON	what	None	
semeval2013.d000.s005	wf	would	VERB	would	None	
semeval2013.d000.s005	wf	be	VERB	be	None	
semeval2013.d000.s005	wf	the	DET	the	None	
semeval2013.d000.s005	instance	upper_limit	NOUN	upper limit	semeval2013.d000.s005.t003	
semeval2013.d000.s005	wf	of	ADP	of	None	
semeval2013.d000.s005	wf	global	ADJ	global	None	
semeval2013.d000.s005	instance	temperature	NOUN	temperature	semeval2013.d000.s005.t004	
semeval2013.d000.s005	instance	rise	NOUN	rise	semeval2013.d000.s005.t005	
semeval2013.d000.s005	wf	that	ADP	that	None	
semeval2013.d000.s005	wf	policymaker	NOUN	policymakers	None	
semeval2013.d000.s005	wf	would	VERB	would	None	
semeval2013.d000.s005	wf	be	VERB	be	None	
semeval2013.d000.s005	wf	willing	ADJ	willing	None	
semeval2013.d000.s005	wf	to	PRT	to	None	
semeval2013.d000.s005	wf	tolerate	VERB	tolerate	None	
semeval2013.d000.s005	wf	.	.	.	None	
semeval2013.d000.s006	wf	it	PRON	It	None	
semeval2013.d000.s006	wf	give	VERB	gives	None	
semeval2013.d000.s006	wf	a	DET	a	None	
semeval2013.d000.s006	instance	lot	NOUN	lot	semeval2013.d000.s006.t000	
semeval2013.d000.s006	wf	of	ADP	of	None	
semeval2013.d000.s006	instance	flexibility	NOUN	flexibility	semeval2013.d000.s006.t001	
semeval2013.d000.s006	wf	to	PRT	to	None	
semeval2013.d000.s006	wf	the	DET	the	None	
semeval2013.d000.s006	instance	process	NOUN	process	semeval2013.d000.s006.t002	
semeval2013.d000.s006	wf	","	.	","	None	
semeval2013.d000.s006	wf	say	VERB	said	None	
semeval2013.d000.s006	wf	john	NOUN	John	None	
semeval2013.d000.s006	wf	coequyt	NOUN	Coequyt	None	
semeval2013.d000.s006	wf	","	.	","	None	
semeval2013.d000.s006	wf	senior	ADJ	senior	None	
semeval2013.d000.s006	instance	washington	NOUN	Washington	semeval2013.d000.s006.t003	
semeval2013.d000.s006	instance	representative	NOUN	representative	semeval2013.d000.s006.t004	
semeval2013.d000.s006	wf	for	ADP	for	None	
semeval2013.d000.s006	wf	the	DET	the	None	
semeval2013.d000.s006	wf	sierra	NOUN	Sierra	None	
semeval2013.d000.s006	wf	club	NOUN	Club	None	
semeval2013.d000.s006	wf	.	.	.	None	
semeval2013.d000.s007	wf	michael	NOUN	Michael	None	
semeval2013.d000.s007	wf	zammit	NOUN	Zammit	None	
semeval2013.d000.s007	wf	cutajar	NOUN	Cutajar	None	
semeval2013.d000.s007	wf	","	.	","	None	
semeval2013.d000.s007	wf	who	PRON	who	None	
semeval2013.d000.s007	wf	draft	VERB	drafted	None	
semeval2013.d000.s007	wf	the	DET	the	None	
semeval2013.d000.s007	wf	six-page	ADJ	six-page	None	
semeval2013.d000.s007	instance	document	NOUN	document	semeval2013.d000.s007.t000	
semeval2013.d000.s007	wf	","	.	","	None	
semeval2013.d000.s007	wf	boil	VERB	boiled	None	
semeval2013.d000.s007	wf	down	PRT	down	None	
semeval2013.d000.s007	wf	a	DET	a	None	
semeval2013.d000.s007	wf	180-page	ADJ	180-page	None	
semeval2013.d000.s007	instance	negotiation	NOUN	negotiation	semeval2013.d000.s007.t001	
semeval2013.d000.s007	instance	text	NOUN	text	semeval2013.d000.s007.t002	
semeval2013.d000.s007	wf	to	PRT	to	None	
semeval2013.d000.s007	wf	focus	VERB	focus	None	
semeval2013.d000.s007	wf	on	ADP	on	None	
semeval2013.d000.s007	wf	what	PRON	what	None	
semeval2013.d000.s007	wf	the	DET	the	None	
semeval2013.d000.s007	wf	u.n.	NOUN	U.N.	None	
semeval2013.d000.s007	wf	s	PRT	s	None	
semeval2013.d000.s007	wf	top	ADJ	top	None	
semeval2013.d000.s007	instance	climate	NOUN	climate	semeval2013.d000.s007.t003	
semeval2013.d000.s007	instance	official	NOUN	official	semeval2013.d000.s007.t004	
semeval2013.d000.s007	wf	","	.	","	None	
semeval2013.d000.s007	wf	yvo	NOUN	Yvo	None	
semeval2013.d000.s007	wf	de	ADP	de	None	
semeval2013.d000.s007	wf	boer	NOUN	Boer	None	
semeval2013.d000.s007	wf	","	.	","	None	
semeval2013.d000.s007	wf	describe	VERB	described	None	
semeval2013.d000.s007	wf	as	ADP	as	None	
semeval2013.d000.s007	wf	``	.	``	None	
semeval2013.d000.s007	wf	the	DET	the	None	
semeval2013.d000.s007	wf	big	ADJ	big	None	
semeval2013.d000.s007	instance	picture	NOUN	picture	semeval2013.d000.s007.t005	
semeval2013.d000.s007	wf	.	.	.	None	
semeval2013.d000.s007	wf	'	.	'	None	
semeval2013.d000.s008	wf	it	PRON	It	None	
semeval2013.d000.s008	wf	show	VERB	shows	None	
semeval2013.d000.s008	wf	the	DET	the	None	
semeval2013.d000.s008	instance	outline	NOUN	outlines	semeval2013.d000.s008.t000	
semeval2013.d000.s008	wf	for	ADP	for	None	
semeval2013.d000.s008	wf	a	DET	a	None	
semeval2013.d000.s008	wf	possible	ADJ	possible	None	
semeval2013.d000.s008	instance	deal	NOUN	deal	semeval2013.d000.s008.t001	
semeval2013.d000.s008	wf	","	.	","	None	
semeval2013.d000.s008	wf	in	ADP	in	None	
semeval2013.d000.s008	wf	which	DET	which	None	
semeval2013.d000.s008	wf	industrial	ADJ	industrial	None	
semeval2013.d000.s008	wf	nation	NOUN	nations	None	
semeval2013.d000.s008	wf	would	VERB	would	None	
semeval2013.d000.s008	wf	collectively	ADV	collectively	None	
semeval2013.d000.s008	wf	cut	VERB	cut	None	
semeval2013.d000.s008	wf	they	PRON	their	None	
semeval2013.d000.s008	instance	emission	NOUN	emissions	semeval2013.d000.s008.t002	
semeval2013.d000.s008	wf	by	ADP	by	None	
semeval2013.d000.s008	wf	2020	NUM	2020	None	
semeval2013.d000.s008	wf	by	ADP	by	None	
semeval2013.d000.s008	wf	25	NUM	25	None	
semeval2013.d000.s008	wf	to	PRT	to	None	
semeval2013.d000.s008	wf	45	NUM	45	None	
semeval2013.d000.s008	instance	percent	NOUN	percent	semeval2013.d000.s008.t003	
semeval2013.d000.s008	wf	compare	VERB	compared	None	
semeval2013.d000.s008	wf	with	ADP	with	None	
semeval2013.d000.s008	wf	1990	NUM	1990	None	
semeval2013.d000.s008	instance	level	NOUN	levels	semeval2013.d000.s008.t004	
semeval2013.d000.s008	wf	","	.	","	None	
semeval2013.d000.s008	wf	while	ADP	while	None	
semeval2013.d000.s008	wf	major	ADJ	major	None	
semeval2013.d000.s008	instance	developing_country	NOUN	developing countries	semeval2013.d000.s008.t005	
semeval2013.d000.s008	wf	would	VERB	would	None	
semeval2013.d000.s008	wf	reduce	VERB	reduce	None	
semeval2013.d000.s008	wf	theirs	ADJ	theirs	None	
semeval2013.d000.s008	wf	during	ADP	during	None	
semeval2013.d000.s008	wf	the	DET	the	None	
semeval2013.d000.s008	wf	same	ADJ	same	None	
semeval2013.d000.s008	instance	period	NOUN	period	semeval2013.d000.s008.t006	
semeval2013.d000.s008	wf	by	ADP	by	None	
semeval2013.d000.s008	wf	15	NUM	15	None	
semeval2013.d000.s008	wf	to	PRT	to	None	
semeval2013.d000.s008	wf	30	NUM	30	None	
semeval2013.d000.s008	instance	percent	NOUN	percent	semeval2013.d000.s008.t007	
semeval2013.d000.s008	wf	.	.	.	None	
semeval2013.d000.s009	wf	together	ADV	Together	None	
semeval2013.d000.s009	wf	","	.	","	None	
semeval2013.d000.s009	wf	the	DET	the	None	
semeval2013.d000.s009	instance	country	NOUN	countries	semeval2013.d000.s009.t000	
semeval2013.d000.s009	wf	would	VERB	would	None	
semeval2013.d000.s009	wf	cut	VERB	cut	None	
semeval2013.d000.s009	instance	emission	NOUN	emissions	semeval2013.d000.s009.t001	
semeval2013.d000.s009	wf	between	ADP	between	None	
semeval2013.d000.s009	wf	50	NUM	50	None	
semeval2013.d000.s009	wf	and	CONJ	and	None	
semeval2013.d000.s009	wf	95	NUM	95	None	
semeval2013.d000.s009	instance	percent	NOUN	percent	semeval2013.d000.s009.t002	
semeval2013.d000.s009	wf	by	ADP	by	None	
semeval2013.d000.s009	wf	2050	NUM	2050	None	
semeval2013.d000.s009	wf	.	.	.	None	
semeval2013.d000.s010	wf	the	DET	The	None	
semeval2013.d000.s010	instance	european_union	NOUN	European Union	semeval2013.d000.s010.t000	
semeval2013.d000.s010	wf	give	VERB	gave	None	
semeval2013.d000.s010	wf	the	DET	the	None	
semeval2013.d000.s010	instance	talk	NOUN	talks	semeval2013.d000.s010.t001	
semeval2013.d000.s010	wf	a	DET	a	None	
semeval2013.d000.s010	instance	boost	NOUN	boost	semeval2013.d000.s010.t002	
semeval2013.d000.s010	wf	as	ADV	as	None	
semeval2013.d000.s010	wf	well	ADV	well	None	
semeval2013.d000.s010	wf	on	ADP	on	None	
semeval2013.d000.s010	instance	friday	NOUN	Friday	semeval2013.d000.s010.t003	
semeval2013.d000.s010	wf	by	ADP	by	None	
semeval2013.d000.s010	wf	pledge	VERB	pledging	None	
semeval2013.d000.s010	wf	to	PRT	to	None	
semeval2013.d000.s010	wf	provide	VERB	provide	None	
semeval2013.d000.s010	wf	$	.	$	None	
semeval2013.d000.s010	wf	3.6	NUM	3.6	None	
semeval2013.d000.s010	wf	billion	NUM	billion	None	
semeval2013.d000.s010	wf	a	DET	a	None	
semeval2013.d000.s010	instance	year	NOUN	year	semeval2013.d000.s010.t004	
semeval2013.d000.s010	wf	over	ADP	over	None	
semeval2013.d000.s010	wf	the	DET	the	None	
semeval2013.d000.s010	wf	next	ADJ	next	None	
semeval2013.d000.s010	wf	three	NUM	three	None	
semeval2013.d000.s010	instance	year	NOUN	years	semeval2013.d000.s010.t005	
semeval2013.d000.s010	wf	to	PRT	to	None	
semeval2013.d000.s010	wf	help	VERB	help	None	
semeval2013.d000.s010	wf	poorer	ADJ	poorer	None	
semeval2013.d000.s010	instance	country	NOUN	countries	semeval2013.d000.s010.t006	
semeval2013.d000.s010	wf	adapt	VERB	adapt	None	
semeval2013.d000.s010	wf	to	PRT	to	None	
semeval2013.d000.s010	wf	the	DET	the	None	
semeval2013.d000.s010	instance	impact	NOUN	impact	semeval2013.d000.s010.t007	
semeval2013.d000.s010	wf	of	ADP	of	None	
semeval2013.d000.s010	instance	climate_change	NOUN	climate change	semeval2013.d000.s010.t008	
semeval2013.d000.s010	wf	--	.	--	None	
semeval2013.d000.s010	wf	from	ADP	from	None	
semeval2013.d000.s010	wf	cope	VERB	coping	None	
semeval2013.d000.s010	wf	with	ADP	with	None	
semeval2013.d000.s010	instance	flood	NOUN	flood	semeval2013.d000.s010.t009	
semeval2013.d000.s010	wf	and	CONJ	and	None	
semeval2013.d000.s010	instance	drought	NOUN	drought	semeval2013.d000.s010.t010	
semeval2013.d000.s010	wf	to	PRT	to	None	
semeval2013.d000.s010	wf	avoid	VERB	avoiding	None	
semeval2013.d000.s010	instance	deforestation	NOUN	deforestation	semeval2013.d000.s010.t011	
semeval2013.d000.s010	wf	.	.	.	None	
semeval2013.d000.s011	wf	still	ADV	Still	None	
semeval2013.d000.s011	wf	","	.	","	None	
semeval2013.d000.s011	instance	friday	NOUN	Friday	semeval2013.d000.s011.t000	
semeval2013.d000.s011	wf	feature	VERB	featured	None	
semeval2013.d000.s011	wf	the	DET	the	None	
semeval2013.d000.s011	wf	same	ADJ	same	None	
semeval2013.d000.s011	instance	sort	NOUN	sort	semeval2013.d000.s011.t001	
semeval2013.d000.s011	wf	of	ADP	of	None	
semeval2013.d000.s011	wf	verbal	ADJ	verbal	None	
semeval2013.d000.s011	wf	firework	NOUN	fireworks	None	
semeval2013.d000.s011	wf	that	DET	that	None	
semeval2013.d000.s011	wf	have	VERB	have	None	
semeval2013.d000.s011	wf	dominate	VERB	dominated	None	
semeval2013.d000.s011	wf	the	DET	the	None	
semeval2013.d000.s011	instance	talk	NOUN	talks	semeval2013.d000.s011.t002	
semeval2013.d000.s011	wf	for	ADP	for	None	
semeval2013.d000.s011	wf	the	DET	the	None	
semeval2013.d000.s011	wf	past	ADJ	past	None	
semeval2013.d000.s011	instance	week	NOUN	week	semeval2013.d000.s011.t003	
semeval2013.d000.s011	wf	.	.	.	None	
semeval2013.d000.s012	instance	u.s.	NOUN	U.S.	semeval2013.d000.s012.t000	
semeval2013.d000.s012	wf	special	ADJ	special	None	
semeval2013.d000.s012	instance	climate	NOUN	climate	semeval2013.d000.s012.t001	
semeval2013.d000.s012	instance	envoy	NOUN	envoy	semeval2013.d000.s012.t002	
semeval2013.d000.s012	wf	todd	NOUN	Todd	None	
semeval2013.d000.s012	wf	stern	NOUN	Stern	None	
semeval2013.d000.s012	wf	reject	VERB	rejected	None	
semeval2013.d000.s012	instance	language	NOUN	language	semeval2013.d000.s012.t003	
semeval2013.d000.s012	wf	require	VERB	requiring	None	
semeval2013.d000.s012	wf	binding	NOUN	binding	None	
semeval2013.d000.s012	instance	cut	NOUN	cuts	semeval2013.d000.s012.t004	
semeval2013.d000.s012	wf	of	ADP	of	None	
semeval2013.d000.s012	wf	greenhouse-gas	ADJ	greenhouse-gas	None	
semeval2013.d000.s012	instance	emission	NOUN	emissions	semeval2013.d000.s012.t005	
semeval2013.d000.s012	wf	for	ADP	for	None	
semeval2013.d000.s012	wf	industrialized	ADJ	industrialized	None	
semeval2013.d000.s012	wf	country	NOUN	countries	None	
semeval2013.d000.s012	wf	compare	VERB	compared	None	
semeval2013.d000.s012	wf	with	ADP	with	None	
semeval2013.d000.s012	wf	voluntary	ADJ	voluntary	None	
semeval2013.d000.s012	instance	one	NOUN	ones	semeval2013.d000.s012.t006	
semeval2013.d000.s012	wf	by	ADP	by	None	
semeval2013.d000.s012	wf	major	ADJ	major	None	
semeval2013.d000.s012	wf	emerge	VERB	emerging	None	
semeval2013.d000.s012	wf	economy	NOUN	economies	None	
semeval2013.d000.s012	wf	if	ADP	if	None	
semeval2013.d000.s012	wf	they	PRON	they	None	
semeval2013.d000.s012	wf	be	VERB	were	None	
semeval2013.d000.s012	wf	not	ADV	not	None	
semeval2013.d000.s012	wf	fund	VERB	funded	None	
semeval2013.d000.s012	wf	by	ADP	by	None	
semeval2013.d000.s012	wf	the	DET	the	None	
semeval2013.d000.s012	wf	developed	ADJ	developed	None	
semeval2013.d000.s012	wf	world	NOUN	world	None	
semeval2013.d000.s012	wf	.	.	.	None	
semeval2013.d000.s013	wf	the	DET	The	None	
semeval2013.d000.s013	instance	move	NOUN	move	semeval2013.d000.s013.t000	
semeval2013.d000.s013	wf	signal	VERB	signaled	None	
semeval2013.d000.s013	wf	that	ADP	that	None	
semeval2013.d000.s013	wf	the	DET	the	None	
semeval2013.d000.s013	wf	obama	NOUN	Obama	None	
semeval2013.d000.s013	wf	administration	NOUN	administration	None	
semeval2013.d000.s013	wf	be	VERB	is	None	
semeval2013.d000.s013	wf	take	VERB	taking	None	
semeval2013.d000.s013	wf	a	DET	a	None	
semeval2013.d000.s013	instance	hard_line	NOUN	harder line	semeval2013.d000.s013.t001	
semeval2013.d000.s013	wf	with	ADP	with	None	
semeval2013.d000.s013	instance	china	NOUN	China	semeval2013.d000.s013.t002	
semeval2013.d000.s013	wf	than	ADP	than	None	
semeval2013.d000.s013	instance	bush_administration	NOUN	Bush administration	semeval2013.d000.s013.t003	
semeval2013.d000.s013	instance	official	NOUN	officials	semeval2013.d000.s013.t004	
semeval2013.d000.s013	wf	do	VERB	did	None	
semeval2013.d000.s013	wf	just	ADV	just	None	
semeval2013.d000.s013	wf	two	NUM	two	None	
semeval2013.d000.s013	instance	year	NOUN	years	semeval2013.d000.s013.t005	
semeval2013.d000.s013	wf	ago	ADV	ago	None	
semeval2013.d000.s013	wf	.	.	.	None	
semeval2013.d000.s014	wf	the	DET	The	None	
semeval2013.d000.s014	instance	united_states	NOUN	United States	semeval2013.d000.s014.t000	
semeval2013.d000.s014	wf	be	VERB	is	None	
semeval2013.d000.s014	wf	not	ADV	not	None	
semeval2013.d000.s014	wf	go	VERB	going	None	
semeval2013.d000.s014	wf	to	PRT	to	None	
semeval2013.d000.s014	wf	do	VERB	do	None	
semeval2013.d000.s014	wf	a	DET	a	None	
semeval2013.d000.s014	instance	deal	NOUN	deal	semeval2013.d000.s014.t001	
semeval2013.d000.s014	wf	without	ADP	without	None	
semeval2013.d000.s014	wf	the	DET	the	None	
semeval2013.d000.s014	wf	major	ADJ	major	None	
semeval2013.d000.s014	instance	developing_country	NOUN	developing countries	semeval2013.d000.s014.t002	
semeval2013.d000.s014	wf	step	VERB	stepping	None	
semeval2013.d000.s014	wf	up	PRT	up	None	
semeval2013.d000.s014	wf	and	CONJ	and	None	
semeval2013.d000.s014	wf	take	VERB	taking	None	
semeval2013.d000.s014	instance	action	NOUN	action	semeval2013.d000.s014.t003	
semeval2013.d000.s014	wf	","	.	","	None	
semeval2013.d000.s014	wf	say	VERB	said	None	
semeval2013.d000.s014	wf	stern	NOUN	Stern	None	
semeval2013.d000.s014	wf	","	.	","	None	
semeval2013.d000.s014	wf	who	PRON	who	None	
semeval2013.d000.s014	wf	also	ADV	also	None	
semeval2013.d000.s014	wf	complain	VERB	complained	None	
semeval2013.d000.s014	wf	that	ADP	that	None	
