Token ID	Source Token	Source Lemma	Source POS	Translated Token	Translated Lemma	Synset ID	Link in Dictionary?
wf	Still	still	 	 	 	 
wf	,	,	 	 	 	 
d000.s011.s000	Friday	friday	N	周五	周五	bn:00036512n	True
wf	featured	feature	 	 	 	 
wf	the	the	 	 	 	 
wf	same	same	 	 	 	 
wf	of	of	 	 	 	 
wf	verbal	verbal	 	 	 	 
wf	fireworks	firework	 	 	 	 
wf	that	that	 	 	 	 
wf	have	have	 	 	 	 
wf	dominated	dominate	 	 	 	 
wf	the	the	 	 	 	 
d000.s011.s002	talks	talk	N	谈判	谈判	bn:00075965n	False
wf	for	for	 	 	 	 
wf	the	the	 	 	 	 
wf	past	past	 	 	 	 
d000.s011.s003	week	week	N	周	周	bn:00014711n	True
wf	.	.	 	 	 	 
d000.s012.s000	U.S.	u.s.	N	美国	美国	bn:00078848n	False
wf	special	special	 	 	 	 
d000.s012.s001	climate	climate	N	气候	气候	bn:00019780n	True
wf	Todd	todd	 	 	 	 
wf	Stern	stern	 	 	 	 
wf	rejected	reject	 	 	 	 
d000.s012.s003	language	language	N	Stern	Stern	bn:00049915n	False
wf	requiring	require	 	 	 	 
wf	binding	binding	 	 	 	 
wf	of	of	 	 	 	 
wf	greenhouse-gas	greenhouse-gas	 	 	 	 
d000.s012.s005	emissions	emission	N	排放	排放	bn:00027473n	False
wf	for	for	 	 	 	 
wf	industrialized	industrialized	 	 	 	 
wf	countries	country	 	 	 	 
wf	compared	compare	 	 	 	 
wf	with	with	 	 	 	 
wf	voluntary	voluntary	 	 	 	 
wf	by	by	 	 	 	 
wf	major	major	 	 	 	 
wf	emerging	emerge	 	 	 	 
wf	economies	economy	 	 	 	 
wf	if	if	 	 	 	 
wf	they	they	 	 	 	 
wf	were	be	 	 	 	 
wf	not	not	 	 	 	 
wf	funded	fund	 	 	 	 
wf	by	by	 	 	 	 
wf	the	the	 	 	 	 
wf	developed	developed	 	 	 	 
wf	world	world	 	 	 	 
wf	.	.	 	 	 	 
wf	The	the	 	 	 	 
wf	signaled	signal	 	 	 	 
wf	that	that	 	 	 	 
wf	the	the	 	 	 	 
wf	Obama	obama	 	 	 	 
wf	administration	administration	 	 	 	 
wf	is	be	 	 	 	 
wf	taking	take	 	 	 	 
wf	a	a	 	 	 	 
wf	with	with	 	 	 	 
d000.s013.s002	China	china	N	中国	中国	bn:00016756n	True
wf	than	than	 	 	 	 
d000.s013.s003	Bush administration	bush_administration	N	政府	政府	bn:00014103n	False
d000.s013.s004	officials	official	N	官员	官员	bn:00036837n	True
wf	did	do	 	 	 	 
wf	just	just	 	 	 	 
wf	two	two	 	 	 	 
wf	ago	ago	 	 	 	 
wf	.	.	 	 	 	 
wf	The	the	 	 	 	 
wf	is	be	 	 	 	 
wf	not	not	 	 	 	 
wf	going	go	 	 	 	 
wf	to	to	 	 	 	 
wf	do	do	 	 	 	 
wf	a	a	 	 	 	 
d000.s014.s001	deal	deal	N	协议	协议	bn:00008568n	False
wf	without	without	 	 	 	 
wf	the	the	 	 	 	 
wf	major	major	 	 	 	 
d000.s014.s002	developing countries	developing_country	N	美国	美国	bn:00026694n	False
wf	stepping	step	 	 	 	 
wf	up	up	 	 	 	 
wf	and	and	 	 	 	 
wf	taking	take	 	 	 	 
d000.s014.s003	action	action	N	行动	行动	bn:00001135n	True
wf	,	,	 	 	 	 
wf	said	say	 	 	 	 
wf	Stern	stern	 	 	 	 
wf	,	,	 	 	 	 
wf	who	who	 	 	 	 
wf	also	also	 	 	 	 
wf	complained	complain	 	 	 	 
wf	that	that	 	 	 	 
wf	the	the	 	 	 	 
d000.s014.s004	text	text	N	案文	案文	bn:00076732n	True
wf	did	do	 	 	 	 
wf	not	not	 	 	 	 
wf	do	do	 	 	 	 
wf	enough	enough	 	 	 	 
wf	to	to	 	 	 	 
wf	make	make	 	 	 	 
wf	sure	sure	 	 	 	 
wf	the	the	 	 	 	 
wf	could	could	 	 	 	 
wf	be	be	 	 	 	 
wf	verified	verify	 	 	 	 
wf	by	by	 	 	 	 
wf	outside	outside	 	 	 	 
d000.s014.s006	observers	observer	N	观察员	观察员	bn:00020980n	True
wf	.	.	 	 	 	 
wf	Stern	stern	 	 	 	 
wf	made	make	 	 	 	 
wf	his	he	 	 	 	 
d000.s015.s000	comments	comment	N	言论	言论	bn:00020977n	False
wf	an	a	 	 	 	 
d000.s015.s001	hour	hour	N	小时	小时	bn:00044982n	True
wf	after	after	 	 	 	 
wf	Chinese	chinese	 	 	 	 
wf	vice	vice	 	 	 	 
d000.s015.s002	foreign minister	foreign_minister	N	谈判	谈判	bn:00035831n	False
wf	He	he	 	 	 	 
wf	Yafei	yafeus	 	 	 	 
wf	said	say	 	 	 	 
d000.s015.s003	America	america	N	美国	美国	bn:00003341n	False
wf	's	's	 	 	 	 
wf	top	top	 	 	 	 
d000.s015.s004	climate	climate	N	气候	气候	bn:00019780n	True
d000.s015.s005	negotiator	negotiator	N	代表	代表	bn:00057209n	False
wf	was	be	 	 	 	 
wf	either	either	 	 	 	 
wf	lacking	lack	 	 	 	 
wf	``	``	 	 	 	 
d000.s015.s006	common sense	common_sense	N	常识	常识	bn:00021164n	False
wf	''	''	 	 	 	 
wf	or	or	 	 	 	 
wf	being	be	 	 	 	 
wf	``	``	 	 	 	 
wf	extremely	extremely	 	 	 	 
wf	irresponsible	irresponsible	 	 	 	 
wf	''	''	 	 	 	 
wf	for	for	 	 	 	 
wf	saying	say	 	 	 	 
wf	earlier	earlier	 	 	 	 
wf	in	in	 	 	 	 
wf	the	the	 	 	 	 
d000.s015.s007	week	week	N	本周	本周	bn:00014711n	False
wf	that	that	 	 	 	 
wf	the	the	 	 	 	 
d000.s015.s008	United States	united_states	N	美国	美国	bn:00078848n	False
wf	would	would	 	 	 	 
wf	not	not	 	 	 	 
wf	help	help	 	 	 	 
d000.s015.s009	China	china	N	中国	中国	bn:00016756n	True
wf	financially	financially	 	 	 	 
wf	to	to	 	 	 	 
wf	cope	cope	 	 	 	 
wf	with	with	 	 	 	 
d000.s015.s010	global warming	global_warming	N	变暖	变暖	bn:00040681n	False
wf	.	.	 	 	 	 
wf	With	with	 	 	 	 
wf	the	the	 	 	 	 
wf	future	future	 	 	 	 
wf	economic	economic	 	 	 	 
d000.s016.s000	trajectory	trajectory	N	轨迹	轨迹	bn:00035211n	True
wf	of	of	 	 	 	 
wf	the	the	 	 	 	 
d000.s016.s001	world	world	N	世界	世界	bn:00029424n	True
wf	's	's	 	 	 	 
d000.s016.s002	major powers	major_power	N	大国	大国	bn:00041585n	False
wf	at	at	 	 	 	 
wf	stake	stake	 	 	 	 
wf	,	,	 	 	 	 
d000.s016.s003	fault lines	fault_line	N	断层线	断层线	bn:00033819n	False
wf	have	have	 	 	 	 
wf	erupted	erupt	 	 	 	 
wf	both	both	 	 	 	 
wf	within	within	 	 	 	 
wf	the	the	 	 	 	 
wf	developing	develop	 	 	 	 
wf	world	world	 	 	 	 
wf	and	and	 	 	 	 
wf	between	between	 	 	 	 
wf	the	the	 	 	 	 
wf	industrial	industrial	 	 	 	 
wf	world	world	 	 	 	 
wf	and	and	 	 	 	 
wf	emerging	emerge	 	 	 	 
wf	economies	economy	 	 	 	 
wf	.	.	 	 	 	 
wf	The	the	 	 	 	 
wf	current	current	 	 	 	 
d000.s017.s000	battle	battle	N	战斗	战斗	bn:00009080n	True
wf	is	be	 	 	 	 
wf	as	as	 	 	 	 
wf	much	much	 	 	 	 
wf	about	about	 	 	 	 
wf	saving	save	 	 	 	 
wf	individual	individual	 	 	 	 
d000.s017.s001	economies	economy	N	经济体	经济体	bn:00029678n	False
wf	as	as	 	 	 	 
wf	saving	save	 	 	 	 
wf	the	the	 	 	 	 
wf	,	,	 	 	 	 
wf	with	with	 	 	 	 
d000.s017.s003	China	china	N	中国	中国	bn:00016756n	True
wf	and	and	 	 	 	 
d000.s017.s004	United States	united_states	N	经济体	经济体	bn:00078848n	False
wf	feuding	feud	 	 	 	 
wf	over	over	 	 	 	 
wf	their	they	 	 	 	 
wf	respective	respective	 	 	 	 
d000.s017.s005	obligations	obligation	N	义务	义务	bn:00029239n	True
wf	while	while	 	 	 	 
wf	poorer	poorer	 	 	 	 
d000.s017.s006	nations	nation	N	国家	国家	bn:00023236n	True
wf	insist	insist	 	 	 	 
wf	that	that	 	 	 	 
wf	the	the	 	 	 	 
d000.s017.s007	world	world	N	世界	世界	bn:00029424n	True
wf	's	's	 	 	 	 
wf	most	most	 	 	 	 
wf	influential	influential	 	 	 	 
d000.s017.s009	countries	country	N	国家	国家	bn:00023236n	True
wf	are	be	 	 	 	 
wf	ignoring	ignore	 	 	 	 
wf	the	the	 	 	 	 
wf	scientific	scientific	 	 	 	 
d000.s017.s010	imperative	imperative	N	必要性	必要性	bn:00046093n	False
wf	to	to	 	 	 	 
wf	take	take	 	 	 	 
wf	bolder	bolder	 	 	 	 
d000.s017.s011	action	action	N	行动	行动	bn:00001135n	True
wf	.	.	 	 	 	 
wf	Ricardo	ricardo	 	 	 	 
wf	Ulate	ulate	 	 	 	 
wf	,	,	 	 	 	 
wf	a	a	 	 	 	 
wf	Costa	costa	 	 	 	 
wf	Rican	rican	 	 	 	 
d000.s018.s000	delegate	delegate	N	代表	代表	bn:00026025n	True
wf	,	,	 	 	 	 
wf	said	say	 	 	 	 
wf	it	it	 	 	 	 
wf	's	'	 	 	 	 
wf	not	not	 	 	 	 
wf	surprising	surprising	 	 	 	 
wf	that	that	 	 	 	 
wf	the	the	 	 	 	 
wf	are	be	 	 	 	 
wf	fighting	fight	 	 	 	 
wf	over	over	 	 	 	 
wf	who	who	 	 	 	 
wf	should	should	 	 	 	 
wf	bear	bear	 	 	 	 
wf	the	the	 	 	 	 
d000.s018.s002	costs	cost	N	成本	成本	bn:00022995n	False
wf	for	for	 	 	 	 
wf	curbing	curb	 	 	 	 
d000.s018.s003	greenhouse gases	greenhouse_gas	N	气体	气体	bn:00041712n	False
wf	,	,	 	 	 	 
wf	even	even	 	 	 	 
wf	as	as	 	 	 	 
wf	vulnerable	vulnerable	 	 	 	 
d000.s018.s004	countries	country	N	国家	国家	bn:00023236n	True
wf	have	have	 	 	 	 
wf	become	become	 	 	 	 
wf	more	more	 	 	 	 
wf	aggressive	aggressive	 	 	 	 
wf	in	in	 	 	 	 
wf	seeking	seek	 	 	 	 
wf	to	to	 	 	 	 
wf	hold	hold	 	 	 	 
wf	the	the	 	 	 	 
wf	big	big	 	 	 	 
wf	emitters	emitter	 	 	 	 
wf	accountable	accountable	 	 	 	 
wf	for	for	 	 	 	 
wf	their	they	 	 	 	 
d000.s018.s005	actions	action	N	行动	行动	bn:00001127n	True
wf	.	.	 	 	 	 
wf	This	this	 	 	 	 
wf	is	be	 	 	 	 
wf	clearly	clearly	 	 	 	 
wf	a	a	 	 	 	 
d000.s019.s000	game	game	N	游戏	游戏	bn:00037187n	True
wf	where	where	 	 	 	 
wf	a	a	 	 	 	 
wf	new	new	 	 	 	 
wf	economic	economic	 	 	 	 
d000.s019.s001	hegemony	hegemony	N	霸权	霸权	bn:00043539n	True
wf	is	be	 	 	 	 
wf	being	be	 	 	 	 
wf	developed	develop	 	 	 	 
wf	,	,	 	 	 	 
wf	said	say	 	 	 	 
wf	Ulate	ulate	 	 	 	 
wf	,	,	 	 	 	 
wf	who	who	 	 	 	 
wf	also	also	 	 	 	 
wf	serves	serve	 	 	 	 
wf	as	as	 	 	 	 
wf	the	the	 	 	 	 
wf	regional	regional	 	 	 	 
d000.s019.s002	Mexico	mexico	N	墨西哥	墨西哥	bn:00054693n	True
wf	and	and	 	 	 	 
d000.s019.s003	Central America	central_america	N	中美洲	中美洲	bn:00017172n	False
d000.s019.s004	climate change	climate_change	N	气候	气候	bn:00019782n	False
d000.s019.s005	adviser	adviser	N	顾问	顾问	bn:00001598n	True
wf	for	for	 	 	 	 
wf	Conservation	conservation	 	 	 	 
wf	International	international	 	 	 	 
wf	.	.	 	 	 	 
wf	Some	some	 	 	 	 
wf	of	of	 	 	 	 
wf	the	the	 	 	 	 
d000.s020.s000	countries	country	N	国家	国家	bn:00023236n	True
wf	most	most	 	 	 	 
wf	vulnerable	vulnerable	 	 	 	 
wf	to	to	 	 	 	 
wf	the	the	 	 	 	 
d000.s020.s001	impact	impact	N	影响	影响	bn:00046065n	False
wf	of	of	 	 	 	 
d000.s020.s002	climate change	climate_change	N	变化	变化	bn:00019782n	False
wf	indicated	indicate	 	 	 	 
wf	they	they	 	 	 	 
wf	would	would	 	 	 	 
wf	continue	continue	 	 	 	 
wf	to	to	 	 	 	 
wf	push	push	 	 	 	 
wf	for	for	 	 	 	 
wf	a	a	 	 	 	 
wf	legally	legally	 	 	 	 
wf	binding	bind	 	 	 	 
d000.s020.s003	treaty	treaty	N	条约	条约	bn:00000728n	True
wf	in	in	 	 	 	 
d000.s020.s004	Copenhagen	copenhagen	N	哥本哈根	哥本哈根	bn:00022479n	True
wf	,	,	 	 	 	 
wf	although	although	 	 	 	 
wf	most	most	 	 	 	 
wf	of	of	 	 	 	 
wf	the	the	 	 	 	 
wf	major	major	 	 	 	 
d000.s020.s005	participants	participant	N	与会者	与会者	bn:00060798n	False
wf	say	say	 	 	 	 
wf	the	the	 	 	 	 
d000.s020.s006	talks	talk	N	谈判	谈判	bn:00075965n	False
wf	will	will	 	 	 	 
wf	produce	produce	 	 	 	 
wf	a	a	 	 	 	 
wf	political	political	 	 	 	 
wf	at	at	 	 	 	 
wf	best	best	 	 	 	 
wf	.	.	 	 	 	 
wf	The	the	 	 	 	 
wf	Alliance	alliance	 	 	 	 
wf	of	of	 	 	 	 
wf	Small	small	 	 	 	 
wf	Island	island	 	 	 	 
wf	States	state	 	 	 	 
wf	,	,	 	 	 	 
wf	which	which	 	 	 	 
wf	has	have	 	 	 	 
wf	43	43	 	 	 	 
d000.s021.s000	members	member	N	成员	成员	bn:00054277n	True
wf	,	,	 	 	 	 
wf	produced	produce	 	 	 	 
wf	a	a	 	 	 	 
wf	24-page	24-page	 	 	 	 
d000.s021.s001	draft	draft	N	草案	草案	bn:00028548n	True
d000.s021.s002	treaty	treaty	N	条约	条约	bn:00000728n	True
d000.s021.s003	proposal	proposal	N	提案	提案	bn:00064776n	True
wf	early	early	 	 	 	 
d000.s021.s004	Friday	friday	N	周五	周五	bn:00036512n	True
d000.s021.s005	morning	morning	N	凌晨	凌晨	bn:00035851n	False
wf	.	.	 	 	 	 
